Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-02-10,13751.419921875,13770.91015625,13531.9296875,13655.26953125,10165550000,0,0
2021-02-11,13723.6298828125,13747.2001953125,13637.1904296875,13734.349609375,10000200000,0,0
2021-02-12,13695.900390625,13816.25,13656.7802734375,13807.7001953125,7352960000,0,0
2021-02-16,13841.0302734375,13879.76953125,13726.7802734375,13773.76953125,7646300000,0,0
2021-02-17,13636.150390625,13713.1396484375,13552.66015625,13699.7099609375,7227140000,0,0
2021-02-18,13556.009765625,13669.9404296875,13477.169921875,13637.509765625,6454280000,0,0
2021-02-19,13686.23046875,13701.6904296875,13545.4501953125,13580.7802734375,6686060000,0,0
2021-02-22,13414.0400390625,13447.3701171875,13220.76953125,13223.740234375,6435100000,0,0
2021-02-23,12982.3603515625,13259.849609375,12758.1201171875,13194.7099609375,7482840000,0,0
2021-02-24,13095.8603515625,13312.4296875,12971.8203125,13302.1904296875,5793430000,0,0
2021-02-25,13197.75,13294.5595703125,12773.759765625,12828.3095703125,6335240000,0,0
2021-02-26,12958.9599609375,13090.3603515625,12764.33984375,12909.4404296875,5883880000,0,0
2021-03-01,13106.01953125,13293.7802734375,13051.7001953125,13282.9501953125,5047710000,0,0
2021-03-02,13297.759765625,13301.6201171875,13052.1201171875,13059.9501953125,4920320000,0,0
2021-03-03,13020.099609375,13057.2900390625,12679.8896484375,12683.330078125,5493960000,0,0
2021-03-04,12655.919921875,12799.080078125,12314.16015625,12464.0,7799710000,0,0
2021-03-05,12594.16015625,12700.9599609375,12208.3896484375,12668.509765625,7696900000,0,0
2021-03-08,12629.5595703125,12718.580078125,12287.5703125,12299.080078125,5971260000,0,0
2021-03-09,12635.4501953125,12868.51953125,12592.830078125,12794.490234375,6294910000,0,0
2021-03-10,12950.25,12979.3798828125,12726.849609375,12752.0703125,5991730000,0,0
2021-03-11,12960.5302734375,13117.8603515625,12920.009765625,13052.900390625,5956260000,0,0
2021-03-12,12873.3896484375,12943.580078125,12778.1298828125,12937.2900390625,5472340000,0,0
2021-03-15,12936.1298828125,13085.009765625,12885.6396484375,13082.5400390625,5933440000,0,0
2021-03-16,13156.650390625,13297.48046875,13091.7802734375,13152.2802734375,5463770000,0,0
2021-03-17,13024.830078125,13280.2900390625,12950.080078125,13202.3798828125,5465500000,0,0
2021-03-18,13006.2900390625,13040.3603515625,12781.5302734375,12789.1396484375,5699900000,0,0
2021-03-19,12792.669921875,12906.01953125,12704.0703125,12866.990234375,7591530000,0,0
2021-03-22,12943.1396484375,13167.4599609375,12943.1396484375,13086.509765625,5302770000,0,0
2021-03-23,13127.169921875,13180.66015625,12993.5,13017.7900390625,5607860000,0,0
2021-03-24,13072.8203125,13077.490234375,12797.849609375,12798.8798828125,6184470000,0,0
2021-03-25,12707.580078125,12845.66015625,12627.9296875,12780.509765625,5608640000,0,0
2021-03-26,12777.26953125,12992.2998046875,12721.66015625,12979.1201171875,5195330000,0,0
2021-03-29,12950.509765625,13013.4697265625,12836.599609375,12965.740234375,4934000000,0,0
2021-03-30,12904.009765625,12929.4599609375,12798.0302734375,12896.5302734375,4685320000,0,0
2021-03-31,12970.330078125,13167.0595703125,12966.650390625,13091.4404296875,4980670000,0,0
2021-04-01,13268.8798828125,13333.41015625,13255.8203125,13329.51953125,4553470000,0,0
2021-04-05,13434.0400390625,13623.599609375,13420.8095703125,13598.16015625,4439970000,0,0
2021-04-06,13567.2001953125,13660.2900390625,13551.599609375,13578.4599609375,4038510000,0,0
2021-04-07,13553.900390625,13648.7998046875,13532.6298828125,13616.7001953125,4078990000,0,0
2021-04-08,13730.73046875,13763.1796875,13703.509765625,13758.509765625,4133640000,0,0
2021-04-09,13709.669921875,13849.3095703125,13674.919921875,13845.0595703125,3906460000,0,0
2021-04-12,13792.740234375,13839.3896484375,13747.6298828125,13819.349609375,4230160000,0,0
2021-04-13,13874.580078125,14002.5302734375,13874.580078125,13986.490234375,4200290000,0,0
2021-04-14,13988.8603515625,13990.5400390625,13782.1796875,13803.91015625,4102380000,0,0
2021-04-15,13934.8701171875,14040.1103515625,13931.009765625,14026.1904296875,4382620000,0,0
2021-04-16,14035.9599609375,14050.3798828125,13966.5400390625,14041.91015625,4414640000,0,0
2021-04-19,13970.830078125,14025.6396484375,13835.75,13907.669921875,4349340000,0,0
2021-04-20,13891.9599609375,13934.8896484375,13730.58984375,13809.2998046875,4229410000,0,0
2021-04-21,13768.919921875,13939.7001953125,13717.4404296875,13935.150390625,3967090000,0,0
2021-04-22,13920.8798828125,13954.0302734375,13716.759765625,13762.3603515625,4397030000,0,0
2021-04-23,13794.490234375,13989.4296875,13789.4501953125,13941.4404296875,4332500000,0,0
2021-04-26,13954.9404296875,14039.400390625,13919.9296875,14026.16015625,4479480000,0,0
2021-04-27,14048.1298828125,14048.33984375,13931.1796875,13960.2802734375,4665430000,0,0
2021-04-28,13953.6103515625,13992.080078125,13895.150390625,13901.6201171875,4532050000,0,0
2021-04-29,14063.9404296875,14073.48046875,13836.099609375,13970.2001953125,4854340000,0,0
2021-04-30,13857.7900390625,13969.2099609375,13838.8203125,13860.759765625,4762770000,0,0
2021-05-03,13923.0400390625,13955.0,13784.66015625,13799.7197265625,4718850000,0,0
2021-05-04,13680.6298828125,13705.3798828125,13396.1103515625,13544.669921875,5852850000,0,0
2021-05-05,13649.1201171875,13676.8603515625,13478.580078125,13503.3701171875,4517100000,0,0
2021-05-06,13490.9404296875,13617.33984375,13403.4599609375,13613.73046875,5000710000,0,0
2021-05-07,13715.5595703125,13814.650390625,13669.7802734375,13719.6298828125,4376800000,0,0
2021-05-10,13647.73046875,13648.490234375,13358.6201171875,13359.080078125,4795690000,0,0
2021-05-11,13102.6396484375,13381.66015625,13094.759765625,13351.26953125,4719720000,0,0
2021-05-12,13155.0703125,13236.8896484375,12967.1796875,13001.6298828125,4730740000,0,0
2021-05-13,13133.73046875,13226.6396484375,13006.76953125,13109.150390625,4681530000,0,0
2021-05-14,13238.990234375,13430.0,13220.1904296875,13393.1201171875,4008110000,0,0
2021-05-17,13329.8603515625,13350.1396484375,13196.5703125,13312.91015625,3980630000,0,0
2021-05-18,13352.259765625,13400.51953125,13212.849609375,13217.6796875,4283680000,0,0
2021-05-19,12998.5302734375,13243.98046875,12994.349609375,13237.91015625,4314980000,0,0
2021-05-20,13294.58984375,13526.009765625,13293.099609375,13494.08984375,3972730000,0,0
2021-05-21,13573.2197265625,13573.83984375,13401.5302734375,13411.740234375,3704590000,0,0
2021-05-24,13504.3896484375,13687.6103515625,13500.1201171875,13641.75,3490650000,0,0
2021-05-25,13701.2998046875,13734.41015625,13614.5400390625,13657.73046875,4084480000,0,0
2021-05-26,13687.7099609375,13726.0595703125,13661.0595703125,13702.740234375,4231140000,0,0
2021-05-27,13686.8603515625,13724.759765625,13652.1298828125,13657.849609375,5057550000,0,0
2021-05-28,13717.0,13765.7998046875,13684.830078125,13686.509765625,4435220000,0,0
2021-06-01,13764.26953125,13773.4501953125,13602.1201171875,13654.58984375,4155670000,0,0
2021-06-02,13655.7099609375,13712.6796875,13610.16015625,13675.7900390625,5059810000,0,0
2021-06-03,13568.91015625,13608.5400390625,13469.849609375,13529.6796875,5367460000,0,0
2021-06-04,13619.7900390625,13784.76953125,13613.580078125,13770.76953125,4341800000,0,0
2021-06-07,13744.150390625,13808.419921875,13710.1103515625,13802.8896484375,4602940000,0,0
2021-06-08,13873.4599609375,13913.400390625,13746.419921875,13810.8603515625,5894140000,0,0
2021-06-09,13865.509765625,13900.7099609375,13811.0498046875,13814.9404296875,5607720000,0,0
2021-06-10,13834.259765625,13962.98046875,13817.830078125,13960.349609375,4889500000,0,0
2021-06-11,13959.4697265625,13998.650390625,13934.0,13998.2998046875,4140190000,0,0
2021-06-14,14002.1396484375,14129.330078125,13963.9404296875,14128.2001953125,4394380000,0,0
2021-06-15,14120.8095703125,14126.259765625,14008.9296875,14030.41015625,4517770000,0,0
2021-06-16,14053.1201171875,14100.1103515625,13843.599609375,13983.009765625,4632480000,0,0
2021-06-17,13946.7001953125,14205.4296875,13946.51953125,14163.8095703125,4526780000,0,0
2021-06-18,14125.1201171875,14140.6201171875,14024.599609375,14049.580078125,6105960000,0,0
2021-06-21,14055.0400390625,14150.91015625,13967.8896484375,14137.23046875,4523120000,0,0
2021-06-22,14140.2998046875,14288.490234375,14128.009765625,14270.419921875,4405260000,0,0
2021-06-23,14275.08984375,14324.740234375,14247.580078125,14274.240234375,4394600000,0,0
2021-06-24,14358.2998046875,14429.1396484375,14337.650390625,14365.9599609375,4297280000,0,0
2021-06-25,14396.6298828125,14401.7099609375,14324.259765625,14345.1796875,7436800000,0,0
2021-06-28,14401.6298828125,14530.0703125,14400.58984375,14524.98046875,4235620000,0,0
2021-06-29,14523.6298828125,14575.1904296875,14481.849609375,14572.75,4842860000,0,0
2021-06-30,14560.0703125,14582.2998046875,14530.8701171875,14554.7998046875,5264790000,0,0
2021-07-01,14530.6298828125,14576.6396484375,14483.419921875,14560.0498046875,4371620000,0,0
2021-07-02,14633.509765625,14738.1396484375,14626.8203125,14727.6298828125,3731730000,0,0
2021-07-06,14755.150390625,14797.4501953125,14635.3095703125,14786.3603515625,4464780000,0,0
2021-07-07,14889.759765625,14891.1904296875,14735.75,14810.5400390625,4582030000,0,0
2021-07-08,14577.669921875,14763.669921875,14551.759765625,14722.1396484375,4550600000,0,0
2021-07-09,14709.3203125,14838.7197265625,14685.5400390625,14826.08984375,3809040000,0,0
2021-07-12,14878.7099609375,14899.4599609375,14813.7900390625,14877.8896484375,3864500000,0,0
2021-07-13,14871.0400390625,15002.2802734375,14843.7998046875,14874.5400390625,4553380000,0,0
2021-07-14,14984.8603515625,15001.1298828125,14871.73046875,14900.4404296875,4461730000,0,0
2021-07-15,14903.490234375,14907.509765625,14717.5498046875,14794.6904296875,4493540000,0,0
2021-07-16,14842.080078125,14875.9697265625,14667.099609375,14681.3798828125,4048940000,0,0
2021-07-19,14517.9599609375,14578.9599609375,14455.0703125,14549.08984375,4507040000,0,0
2021-07-20,14601.33984375,14790.599609375,14530.7802734375,14728.2099609375,4618980000,0,0
2021-07-21,14723.669921875,14843.169921875,14710.1103515625,14842.6298828125,4075150000,0,0
2021-07-22,14865.4697265625,14941.3798828125,14865.4697265625,14940.169921875,3574560000,0,0
2021-07-23,15004.4296875,15125.83984375,14948.0400390625,15111.7900390625,3959410000,0,0
2021-07-26,15088.2802734375,15142.349609375,15048.23046875,15125.9501953125,4409960000,0,0
2021-07-27,15103.009765625,15107.740234375,14787.7998046875,14956.9697265625,4300000000,0,0
2021-07-28,15005.169921875,15078.849609375,14913.5498046875,15018.099609375,4235390000,0,0
2021-07-29,15015.2998046875,15091.9599609375,15004.419921875,15048.3603515625,3904590000,0,0
2021-07-30,14882.3896484375,14990.8603515625,14882.3896484375,14959.900390625,3628750000,0,0
2021-08-02,15046.099609375,15059.8896484375,14945.1298828125,14963.6201171875,3738200000,0,0
2021-08-03,14997.2001953125,15063.66015625,14864.5302734375,15061.419921875,4117520000,0,0
2021-08-04,15059.16015625,15117.3798828125,15017.1396484375,15083.3896484375,4319400000,0,0
2021-08-05,15105.400390625,15184.26953125,15083.83984375,15181.6396484375,4087320000,0,0
2021-08-06,15125.740234375,15162.33984375,15063.01953125,15109.3603515625,4159050000,0,0
2021-08-09,15136.1396484375,15154.6796875,15081.75,15133.1103515625,4095760000,0,0
2021-08-10,15157.3701171875,15169.4501953125,15010.16015625,15053.580078125,3978790000,0,0
2021-08-11,15101.8203125,15127.7802734375,14972.599609375,15027.759765625,3980530000,0,0
2021-08-12,15012.599609375,15097.91015625,14956.25,15088.98046875,4020260000,0,0
2021-08-13,15101.83984375,15150.48046875,15079.2998046875,15136.6796875,4038130000,0,0
2021-08-16,15090.0498046875,15142.0302734375,14931.150390625,15140.76953125,3953840000,0,0
2021-08-17,15018.9404296875,15062.7001953125,14906.2197265625,15002.830078125,4151190000,0,0
2021-08-18,14975.01953125,15039.900390625,14846.509765625,14857.919921875,3814120000,0,0
2021-08-19,14773.1904296875,15000.1904296875,14773.1904296875,14933.9404296875,4172870000,0,0
2021-08-20,14974.0595703125,15103.9404296875,14968.8701171875,15092.5703125,3864780000,0,0
2021-08-23,15140.1396484375,15341.4697265625,15140.1396484375,15312.8203125,3893990000,0,0
2021-08-24,15338.919921875,15384.419921875,15319.5498046875,15357.6796875,3792870000,0,0
2021-08-25,15384.830078125,15404.3603515625,15341.919921875,15368.919921875,3629990000,0,0
2021-08-26,15348.98046875,15369.2802734375,15265.23046875,15278.51953125,3610970000,0,0
2021-08-27,15305.75,15447.0302734375,15292.740234375,15432.9501953125,4006310000,0,0
2021-08-30,15460.9296875,15620.6201171875,15459.740234375,15605.08984375,4034110000,0,0
2021-08-31,15601.33984375,15604.4501953125,15522.7802734375,15582.509765625,4170170000,0,0
2021-09-01,15637.1298828125,15696.419921875,15603.669921875,15611.5703125,4248030000,0,0
2021-09-02,15656.2802734375,15681.759765625,15554.2900390625,15604.25,4018120000,0,0
2021-09-03,15578.9599609375,15668.1201171875,15554.9697265625,15652.8603515625,3692170000,0,0
2021-09-07,15662.2998046875,15701.400390625,15610.23046875,15675.759765625,3967040000,0,0
2021-09-08,15669.009765625,15669.009765625,15528.4501953125,15620.849609375,4113530000,0,0
2021-09-09,15639.4404296875,15675.4599609375,15556.740234375,15561.0498046875,3997250000,0,0
2021-09-10,15648.0498046875,15673.5,15433.4296875,15440.75,4567980000,0,0
2021-09-13,15545.66015625,15562.2802734375,15351.7001953125,15434.5,4701190000,0,0
2021-09-14,15505.7802734375,15525.9697265625,15352.0595703125,15382.900390625,4571950000,0,0
2021-09-15,15419.9501953125,15518.9501953125,15316.400390625,15503.5302734375,4446270000,0,0
2021-09-16,15452.669921875,15539.1396484375,15370.8798828125,15515.91015625,3681700000,0,0
2021-09-17,15481.4296875,15485.2099609375,15291.0400390625,15333.4697265625,6682650000,0,0
2021-09-20,15068.650390625,15157.259765625,14821.0302734375,15012.1904296875,4860630000,0,0
2021-09-21,15096.9697265625,15139.900390625,14986.98046875,15027.76953125,4056340000,0,0
2021-09-22,15073.9599609375,15230.33984375,15029.900390625,15176.509765625,4229870000,0,0
2021-09-23,15231.2001953125,15356.919921875,15199.4296875,15316.580078125,4176520000,0,0
2021-09-24,15222.9697265625,15345.5400390625,15209.16015625,15329.6796875,3972140000,0,0
2021-09-27,15205.23046875,15240.580078125,15106.4501953125,15204.8203125,4619450000,0,0
2021-09-28,15001.98046875,15040.5703125,14758.98046875,14770.2998046875,4954270000,0,0
2021-09-29,14835.509765625,14914.919921875,14727.41015625,14752.8896484375,5246170000,0,0
2021-09-30,14830.2998046875,14888.2197265625,14684.5498046875,14689.6201171875,5910550000,0,0
2021-10-01,14731.3798828125,14830.83984375,14555.1201171875,14791.8701171875,4688550000,0,0
2021-10-04,14713.599609375,14727.599609375,14384.9296875,14472.1201171875,4539650000,0,0
2021-10-05,14533.4296875,14763.6396484375,14520.23046875,14674.150390625,4143190000,0,0
2021-10-06,14529.8896484375,14775.6396484375,14499.48046875,14766.75,4443760000,0,0
2021-10-07,14899.0703125,15010.3203125,14878.2197265625,14897.1298828125,3936210000,0,0
2021-10-08,14942.3603515625,14948.349609375,14805.5,14820.75,3557630000,0,0
2021-10-11,14765.6904296875,14907.5703125,14709.0498046875,14713.73046875,3522230000,0,0
2021-10-12,14772.2900390625,14784.7802734375,14636.330078125,14662.1103515625,4037030000,0,0
2021-10-13,14751.7998046875,14800.830078125,14676.580078125,14774.599609375,4032440000,0,0
2021-10-14,14925.580078125,15059.8896484375,14901.58984375,15052.419921875,4240520000,0,0
2021-10-15,15106.9697265625,15150.1396484375,15064.58984375,15146.919921875,4473930000,0,0
2021-10-18,15091.580078125,15307.509765625,15074.7099609375,15300.8896484375,4142540000,0,0
2021-10-19,15349.4501953125,15414.9697265625,15320.6201171875,15410.7197265625,4443000000,0,0
2021-10-20,15448.0,15457.1103515625,15333.4296875,15388.7099609375,4086590000,0,0
2021-10-21,15365.8095703125,15497.580078125,15350.5,15489.58984375,4880390000,0,0
2021-10-22,15422.0703125,15474.2802734375,15291.9501953125,15355.0703125,5719760000,0,0
2021-10-25,15417.25,15555.650390625,15338.490234375,15514.1904296875,5677320000,0,0
2021-10-26,15615.3603515625,15710.7900390625,15518.58984375,15559.490234375,7035470000,0,0
2021-10-27,15603.16015625,15729.75,15578.6796875,15598.3896484375,6083210000,0,0
2021-10-28,15674.3896484375,15784.0,15650.009765625,15778.16015625,5660240000,0,0
2021-10-29,15638.740234375,15856.900390625,15638.740234375,15850.4697265625,5310370000,0,0
2021-11-01,15879.6103515625,15910.349609375,15785.3095703125,15905.2802734375,5239250000,0,0
2021-11-02,15885.33984375,15988.330078125,15877.26953125,15972.490234375,5118540000,0,0
2021-11-03,16000.599609375,16157.599609375,15950.58984375,16144.5,5274520000,0,0
2021-11-04,16193.2197265625,16387.94921875,16169.5595703125,16346.240234375,5252570000,0,0
2021-11-05,16397.58984375,16454.48046875,16302.0595703125,16359.3798828125,5534130000,0,0
2021-11-08,16351.5,16401.927734375,16314.9267578125,16373.138671875,544893619,0,0
